from_eva,to_eva,traveltime,naam_from,naam_to
8400566,8400206,208,Sneek,Eindhoven
8400567,8400206,82,Soest,Eindhoven
8400578,8400206,148,Steenwijk,Eindhoven
8400596,8400206,54,Tiel,Eindhoven
8400597,8400206,22,Tilburg,Eindhoven
8400606,8400206,58,Utrecht Vaartsche Rijn,Eindhoven
8400615,8400206,116,Uitgeest,Eindhoven
8400620,8400206,60,Utrecht Overvecht,Eindhoven
8400621,8400206,50,Utrecht Centraal,Eindhoven
8400627,8400206,86,Veenendaal Centrum,Eindhoven
8400632,8400206,80,Valkenburg,Eindhoven
8400644,8400206,38,Venlo,Eindhoven
8400646,8400206,56,Venray,Eindhoven
8400652,8400206,137,Vlissingen,Eindhoven
8400684,8400206,16,Weert,Eindhoven
8400685,8400206,91,Weesp,Eindhoven
8400691,8400206,146,Wierden,Eindhoven
8400696,8400206,222,Winschoten,Eindhoven
8400698,8400206,134,Winterswijk,Eindhoven
8400702,8400206,69,Woerden,Eindhoven
8400731,8400206,95,Zaandam,Eindhoven
8400735,8400206,92,Zevenaar,Eindhoven
8400741,8400206,94,Zoetermeer,Eindhoven
8400742,8400206,211,Zuidbroek,Eindhoven
8400744,8400206,96,Zutphen,Eindhoven
8400747,8400206,114,Zwolle,Eindhoven
8400050,8400207,113,Alkmaar,Elst
8400051,8400207,79,Almelo,Elst
8400053,8400207,98,Alphen a/d Rijn,Elst
8400055,8400207,70,Amersfoort,Elst
8400057,8400207,68,Amsterdam Amstel,Elst
8400058,8400207,72,Amsterdam Centraal,Elst
8400059,8400207,85,Amsterdam Sloterdijk,Elst
8400061,8400207,79,Amsterdam Zuid,Elst
8400066,8400207,60,Apeldoorn,Elst
8400071,8400207,7,Arnhem Centraal,Elst
8400073,8400207,120,Assen,Elst
8400074,8400207,73,Amsterdam Bijlmer ArenA,Elst
8400080,8400207,106,Almere Centrum,Elst
8400086,8400207,88,Baarn,Elst
8400093,8400207,136,Emmen Zuid,Elst
8400095,8400207,194,Veendam,Elst
8400113,8400207,116,Beverwijk,Elst
8400128,8400207,39,Boxmeer,Elst
8400129,8400207,78,Boxtel,Elst
8400131,8400207,80,Breda,Elst
8400133,8400207,71,Breukelen,Elst
8400139,8400207,169,Buitenpost,Elst
8400151,8400207,105,Castricum,Elst
8400153,8400207,124,Coevorden,Elst
8400167,8400207,95,Dalfsen,Elst
8400170,8400207,109,Delft,Elst
8400173,8400207,50,Deventer,Elst
8400176,8400207,26,Dieren,Elst
8400177,8400207,53,Doetinchem,Elst
8400179,8400207,70,Den Dolder,Elst
8400180,8400207,116,Dordrecht,Elst
8400182,8400207,48,Driebergen-Zeist,Elst
8400194,8400207,82,Duivendrecht,Elst
8400200,8400207,27,Ede-Wageningen,Elst
8400206,8400207,73,Eindhoven,Elst
8400208,8400207,140,Emmen,Elst
8400212,8400207,90,Enschede,Elst
8400218,8400207,94,Etten-Leur,Elst
8400244,8400207,64,Geldermalsen,Elst
8400245,8400207,92,Geldrop,Elst
8400256,8400207,96,Gorinchem,Elst
8400258,8400207,66,Gouda,Elst
8400263,8400207,137,Groningen,Elst
8400280,8400207,102,Den Haag HS,Elst
8400282,8400207,85,Den Haag Centraal,Elst
8400285,8400207,100,Haarlem,Elst
8400293,8400207,116,Hardenberg,Elst
8400294,8400207,115,Harderwijk,Elst
8400302,8400207,106,Heemstede-Aerdenhout,Elst
8400305,8400207,123,Heerenveen,Elst
8400306,8400207,125,Heerhugowaard,Elst
8400307,8400207,141,Heerlen,Elst
8400311,8400207,161,Den Helder,Elst
8400313,8400207,99,Helmond,Elst
8400316,8400207,79,Hengelo,Elst
8400319,8400207,46,'s-Hertogenbosch,Elst
8400322,8400207,76,Hilversum,Elst
8400331,8400207,165,Hoogezand-Sappemeer,Elst
8400337,8400207,118,Hoorn,Elst
8400340,8400207,61,Houten,Elst
8400355,8400207,166,Kerkrade Centrum,Elst
8400364,8400207,106,Zaandijk Zaanse Schans,Elst
8400380,8400207,106,Den Haag Laan v NOI,Elst
8400382,8400207,105,Lage Zwaluwe,Elst
8400387,8400207,139,Leeuwarden,Elst
8400390,8400207,104,Leiden Centraal,Elst
8400394,8400207,108,Lelystad Centrum,Elst
8400417,8400207,65,Maarn,Elst
8400424,8400207,143,Maastricht,Elst
8400426,8400207,155,Maastricht Randwyck,Elst
8400428,8400207,109,Mariënberg,Elst
8400434,8400207,158,Meerssen,Elst
8400435,8400207,99,Meppel,Elst
8400452,8400207,85,Naarden-Bussum,Elst
8400454,8400207,132,Nieuw Amsterdam,Elst
8400457,8400207,197,Bad Nieuweschans,Elst
8400470,8400207,8,Nijmegen,Elst
8400487,8400207,102,Ommen,Elst
8400495,8400207,33,Oss,Elst
8400507,8400207,82,Rotterdam Alexander,Elst
8400508,8400207,122,Purmerend,Elst
8400517,8400207,88,Rhenen,Elst
8400523,8400207,97,Roermond,Elst
8400526,8400207,103,Roosendaal,Elst
8400530,8400207,90,Rotterdam Centraal,Elst
8400548,8400207,153,Landgraaf,Elst
8400561,8400207,87,Schiphol Airport,Elst
8400564,8400207,122,Sittard,Elst
8400566,8400207,169,Sneek,Elst
8400567,8400207,78,Soest,Elst
8400578,8400207,109,Steenwijk,Elst
8400596,8400207,28,Tiel,Elst
8400597,8400207,66,Tilburg,Elst
8400606,8400207,59,Utrecht Vaartsche Rijn,Elst
8400615,8400207,117,Uitgeest,Elst
8400620,8400207,61,Utrecht Overvecht,Elst
8400621,8400207,43,Utrecht Centraal,Elst
8400627,8400207,77,Veenendaal Centrum,Elst
8400632,8400207,159,Valkenburg,Elst
8400644,8400207,71,Venlo,Elst
8400646,8400207,51,Venray,Elst
8400652,8400207,168,Vlissingen,Elst
8400684,8400207,95,Weert,Elst
8400685,8400207,92,Weesp,Elst
8400691,8400207,93,Wierden,Elst
8400696,8400207,183,Winschoten,Elst
8400698,8400207,75,Winterswijk,Elst
8400702,8400207,71,Woerden,Elst
8400731,8400207,91,Zaandam,Elst
8400735,8400207,33,Zevenaar,Elst
8400741,8400207,85,Zoetermeer,Elst
8400742,8400207,172,Zuidbroek,Elst
8400744,8400207,37,Zutphen,Elst
8400747,8400207,75,Zwolle,Elst
8400050,8400208,168,Alkmaar,Emmen
8400051,8400208,57,Almelo,Emmen
8400053,8400208,158,Alphen a/d Rijn,Emmen
8400055,8400208,100,Amersfoort,Emmen
8400057,8400208,142,Amsterdam Amstel,Emmen
8400058,8400208,128,Amsterdam Centraal,Emmen
8400059,8400208,140,Amsterdam Sloterdijk,Emmen
8400061,8400208,123,Amsterdam Zuid,Emmen
8400066,8400208,103,Apeldoorn,Emmen
8400071,8400208,124,Arnhem Centraal,Emmen
8400073,8400208,100,Assen,Emmen
8400074,8400208,137,Amsterdam Bijlmer ArenA,Emmen
8400080,8400208,102,Almere Centrum,Emmen
8400086,8400208,113,Baarn,Emmen
8400093,8400208,5,Emmen Zuid,Emmen
8400095,8400208,174,Veendam,Emmen
8400113,8400208,171,Beverwijk,Emmen
8400128,8400208,180,Boxmeer,Emmen
8400129,8400208,173,Boxtel,Emmen
8400131,8400208,202,Breda,Emmen
8400133,8400208,138,Breukelen,Emmen
8400139,8400208,149,Buitenpost,Emmen
8400151,8400208,160,Castricum,Emmen
8400153,8400208,15,Coevorden,Emmen
8400167,8400208,45,Dalfsen,Emmen
8400170,8400208,171,Delft,Emmen
8400173,8400208,88,Deventer,Emmen
8400176,8400208,112,Dieren,Emmen
8400177,8400208,173,Doetinchem,Emmen
8400179,8400208,134,Den Dolder,Emmen
8400180,8400208,186,Dordrecht,Emmen
8400182,8400208,147,Driebergen-Zeist,Emmen
8400194,8400208,134,Duivendrecht,Emmen
8400200,8400208,142,Ede-Wageningen,Emmen
8400206,8400208,178,Eindhoven,Emmen
8400207,8400208,141,Elst,Emmen
8400212,8400208,89,Enschede,Emmen
8400218,8400208,219,Etten-Leur,Emmen
8400244,8400208,153,Geldermalsen,Emmen
8400245,8400208,187,Geldrop,Emmen
8400256,8400208,186,Gorinchem,Emmen
8400258,8400208,136,Gouda,Emmen
8400263,8400208,117,Groningen,Emmen
8400280,8400208,162,Den Haag HS,Emmen
8400282,8400208,155,Den Haag Centraal,Emmen
8400285,8400208,155,Haarlem,Emmen
8400293,8400208,25,Hardenberg,Emmen
8400294,8400208,97,Harderwijk,Emmen
8400302,8400208,161,Heemstede-Aerdenhout,Emmen
8400305,8400208,103,Heerenveen,Emmen
8400306,8400208,179,Heerhugowaard,Emmen
8400307,8400208,263,Heerlen,Emmen
8400311,8400208,209,Den Helder,Emmen
8400313,8400208,194,Helmond,Emmen
8400316,8400208,81,Hengelo,Emmen
8400319,8400208,157,'s-Hertogenbosch,Emmen
8400322,8400208,119,Hilversum,Emmen
8400331,8400208,145,Hoogezand-Sappemeer,Emmen
8400337,8400208,173,Hoorn,Emmen
8400340,8400208,138,Houten,Emmen
8400355,8400208,277,Kerkrade Centrum,Emmen
8400364,8400208,166,Zaandijk Zaanse Schans,Emmen
8400380,8400208,159,Den Haag Laan v NOI,Emmen
8400382,8400208,205,Lage Zwaluwe,Emmen
8400387,8400208,119,Leeuwarden,Emmen
8400390,8400208,148,Leiden Centraal,Emmen
8400394,8400208,88,Lelystad Centrum,Emmen
8400417,8400208,153,Maarn,Emmen
8400424,8400208,254,Maastricht,Emmen
8400426,8400208,280,Maastricht Randwyck,Emmen
8400428,8400208,30,Mariënberg,Emmen
8400434,8400208,269,Meerssen,Emmen
8400435,8400208,79,Meppel,Emmen
8400452,8400208,129,Naarden-Bussum,Emmen
8400454,8400208,8,Nieuw Amsterdam,Emmen
8400457,8400208,177,Bad Nieuweschans,Emmen
8400470,8400208,141,Nijmegen,Emmen
8400487,8400208,37,Ommen,Emmen
8400495,8400208,159,Oss,Emmen
8400507,8400208,152,Rotterdam Alexander,Emmen
8400508,8400208,182,Purmerend,Emmen
8400517,8400208,173,Rhenen,Emmen
8400523,8400208,223,Roermond,Emmen
8400526,8400208,223,Roosendaal,Emmen
8400530,8400208,160,Rotterdam Centraal,Emmen
8400548,8400208,268,Landgraaf,Emmen
8400561,8400208,131,Schiphol Airport,Emmen
8400564,8400208,238,Sittard,Emmen
8400566,8400208,157,Sneek,Emmen
8400567,8400208,134,Soest,Emmen
8400578,8400208,89,Steenwijk,Emmen
8400596,8400208,178,Tiel,Emmen
8400597,8400208,182,Tilburg,Emmen
8400606,8400208,131,Utrecht Vaartsche Rijn,Emmen
8400615,8400208,177,Uitgeest,Emmen
8400620,8400208,136,Utrecht Overvecht,Emmen
8400621,8400208,116,Utrecht Centraal,Emmen
8400627,8400208,165,Veenendaal Centrum,Emmen
8400632,8400208,276,Valkenburg,Emmen
8400644,8400208,222,Venlo,Emmen
8400646,8400208,192,Venray,Emmen
8400652,8400208,274,Vlissingen,Emmen
8400684,8400208,205,Weert,Emmen
8400685,8400208,125,Weesp,Emmen
8400691,8400208,73,Wierden,Emmen
8400696,8400208,163,Winschoten,Emmen
8400698,8400208,145,Winterswijk,Emmen
8400702,8400208,140,Woerden,Emmen
8400731,8400208,146,Zaandam,Emmen
8400735,8400208,154,Zevenaar,Emmen
8400741,8400208,155,Zoetermeer,Emmen
8400742,8400208,152,Zuidbroek,Emmen
8400744,8400208,101,Zutphen,Emmen
8400747,8400208,54,Zwolle,Emmen
8400050,8400212,167,Alkmaar,Enschede
8400051,8400212,18,Almelo,Enschede
8400053,8400212,155,Alphen a/d Rijn,Enschede
8400055,8400212,82,Amersfoort,Enschede
8400057,8400212,121,Amsterdam Amstel,Enschede
8400058,8400212,129,Amsterdam Centraal,Enschede
8400059,8400212,139,Amsterdam Sloterdijk,Enschede
8400061,8400212,119,Amsterdam Zuid,Enschede
8400066,8400212,57,Apeldoorn,Enschede
8400071,8400212,75,Arnhem Centraal,Enschede
8400073,8400212,104,Assen,Enschede
8400074,8400212,125,Amsterdam Bijlmer ArenA,Enschede
8400080,8400212,113,Almere Centrum,Enschede
8400086,8400212,112,Baarn,Enschede
8400093,8400212,84,Emmen Zuid,Enschede
8400095,8400212,158,Veendam,Enschede
8400113,8400212,170,Beverwijk,Enschede
8400128,8400212,131,Boxmeer,Enschede
8400129,8400212,154,Boxtel,Enschede
8400131,8400212,156,Breda,Enschede
